Name,Disc. Date,R.A.,Dec.,z,Type,Phot.,Spec.,Radio,X-ray
SN2009iu,9/1/09,40:10.4,-66:28:06.4,0.0108,Ib,3,,,
SN2009if,8/18/09,24:36.7,-57:59:06.8,0.0234,Ib/c,1,,,
SN2009hy,8/2/09,16:27.0,+16:28:13.0,0.0252,Ic,1,1,,
SN2009hm,7/17/09,"21:35:44.32,21:35:44.44","-63:54:23.2,-63:54:23.6",0.0103,Ib,1,,,
SN2009hh,7/10/09,20:34.7,-18:42:54.4,0.0132,Ic,1,,,
SN2009ha,7/2/09,36:58.2,-05:20:43.2,0.0147,Ib,1,1,,
SN2009hu,6/25/09,53:29.8,+18:35:31.1,"0.13,0.13",Ib,1,,,
SN2009gk,6/23/09,44:27.3,+14:53:57.3,0.0265,IIb,1,2,,
SN2009gl,6/23/09,34:43.7,+09:20:10.7,0.0236,Ib,1,1,,
SN2009gj,6/20/09,"00:30:28.56,00:30:28.54","-33:12:56.0,-33:12:56.2","0.0053,0.0053",IIb,15,,,
SN2009gi,6/17/09,10:19.1,+19:33:34.6,"0.013,0.013",Ib,1,3,,
SN2009ki,6/14/09,14:08.6,+55:41:41.9,"0.107,0.11,0.106",Ic,1,,,
SN2009gd,6/9/09,48:22.8,-75:40:47.8,"0.0096,0.0096",Ic,1,,,
SN2009fz,6/8/09,54:48.4,-72:34:56.0,0.0196,II,1,,,
SN2009fi,5/30/09,06:05.8,+11:47:13.9,0.0161,II,1,,,
SN2009fl,5/30/09,25:10.1,+40:53:20.8,0.0294,Ia,1,2,,
SN2009er,5/22/09,39:29.8,+24:26:05.3,"0.035,0.035",Ib Pec,90,11,,
SN2009em,5/5/09,34:44.5,-08:23:57.6,"0.0056,0.0055",Ic,3,,,
SN2009dt,4/28/09,"22:10:09.18,22:10:09.27","-36:05:44.2,-36:05:42.6",0.0104,Ic,76,,,
SN2009dq,4/24/09,08:49.9,-67:01:57.3,"0.0046,0.0047",II,1,,,
SN2009dp,4/23/09,26:52.7,-18:37:04.2,0.0232,Ic,37,,,
SN2009dr,4/17/09,44:42.1,+49:43:44.9,"0.1,0.1",Ic BL,1,,,
SN2009ca,4/3/09,26:22.2,-40:51:48.6,0.0899,Ic,98,,,
SN2009ef,3/23/09,19:12.6,+06:21:29.2,"0.18,0.18",Ib,1,,,
SN2009bb,3/21/09,"10:31:33.92,10:31:33.87","-39:57:28.2,-39:57:30.0",0.0104,Ic BL,408,11,,
SN2009di,3/21/09,36:57.9,+45:00:50.7,"0.13,0.13",Ic,1,,,
SN2009bh,3/17/09,"12:24:50.16,12:24:50.17",+08:25:57.6,"0.09,0.09",Ic,1,1,,
SN2009ap,3/5/09,26:43.2,-59:55:57.9,0.0208,Ic,1,,,
SN2009cf,3/2/09,53:37.3,+18:21:08.3,"0.09,0.09",Ib,1,,,
SN2009ah,2/19/09,59:12.1,-53:24:06.5,0.0144,II,1,,,
SN2009ar,2/19/09,55:25.7,-01:28:21.3,"0.026,0.026",II,1,,,
SN2009Z,2/2/09,01:53.6,-01:20:30.2,,II,142,,,
SN2009K,1/14/09,36:36.8,-00:08:35.6,0.0117,II,177,,,
SN2009C,1/2/09,13:42.8,+49:40:47.2,,IIb,1,1,,
SN2009de,1/2/09,00:37.5,+17:50:57.0,"0.14,0.14",Ic,1,,,
SN2008im,12/26/08,"04:01:02.11,04:01:02.15","+74:05:49.1,+74:05:48.5","0.0083,0.0083",Ib,1,1,,
SN2008ik,12/17/08,"03:36:09.68,03:36:09.54",-35:13:00.7,0.0646,Ic,1,,,
SN2008ie,12/15/08,43:20.8,+04:58:19.1,0.0136,IIb,1,1,,
SN2008hn,11/25/08,14:14.3,+21:21:37.9,0.0113,Ib,1,1,,
SN2008ht,11/23/08,24:23.5,+28:17:43.2,0.0217,Ib,1,1,,
SN2008hl,11/20/08,00:40.4,+08:27:55.5,0.0222,Ib/c?,1,,,
SN2008hh,11/19/08,26:03.6,+11:26:26.5,0.0194,Ic,79,,,
SN2008gx,11/4/08,15:32.9,+74:12:59.1,0.0215,II,1,,,
SN2008iu,10/30/08,36:55.2,-00:21:35.6,,Ic,1,,,
SN2008gm,10/22/08,14:12.4,-02:46:52.4,0.0117,IIn,16,1,,
SN2008gk,10/20/08,53:04.5,+38:45:44.4,,Ib/Ic,1,1,,
SN2008gj,10/19/08,36:28.6,+21:37:55.3,0.0238,Ic,1,2,,
SN2008hw,10/7/08,"22:39:50.39,22:39:50.58","-40:08:49.1,-40:08:48.3","0.53,0.53",Ic,1,,,
SN2008gc,10/3/08,10:36.6,-53:45:59.5,"0.055,0.055",Ib/c,65,,,
SN2008fz,9/22/08,16:16.6,+11:42:47.5,"0.133,0.13,0.133",IIn,1,,,
SN2008fs,9/21/08,09:05.7,+14:45:16.9,"0.039,0.039",Ib,1,1,,
SN2008fh,8/30/08,20:18.6,+41:21:44.0,"0.01,0.01",Ia,1,,,
SN2008fd,8/27/08,58:09.2,-27:23:17.1,0.0181,Ib,1,1,,
SN2008fi,8/26/08,53:23.2,+29:21:28.4,,IIb,1,3,,
SN2008ew,8/10/08,58:28.9,+20:02:38.0,0.02,Ic,1,4,,
SN2008fo,8/7/08,40:12.5,+39:43:55.8,0.027,Ic,1,,,
SN2008fn,8/4/08,21:48.5,+37:03:41.0,0.0298,Ib/c,1,,,
SN2008em,7/31/08,44:37.7,"-21:54:35.2,-21:44:35.2",0.0333,Ic,1,1,,
SNF20080719-004,7/19/08,28:48.2,+03:25:56.6,,Ib/c,1,,,
SN2008eb,7/7/08,11:52.2,+14:58:50.6,"0.0076,0.0076",Ib,1,2,,
SNF20080703-002,7/3/08,02:31.9,-24:11:17.0,,Ib,1,,,
SN2008dv,7/1/08,37:51.4,+72:34:21.8,"0.0074,0.0074",Ic,1,1,,
SN2008du,6/30/08,56:11.8,+03:55:35.4,"0.016,0.016",Ic,1,1,,
SNF20080629-000,6/29/08,08:08.5,+27:57:54.8,,Ib/c,1,,,
SN2008dq,6/25/08,06:03.1,+55:25:37.4,0.0314,Ic,1,2,,
SNF20080610-004,6/10/08,28:42.0,-00:41:13.2,,Ib,1,,,
SN2008cx,6/5/08,"00:56:45.90,00:56:45.9",-09:54:19.0,0.0189,IIb,1,1,,
SN2008cw,6/1/08,32:38.3,"+41:27:33.2,+41:27:33.21","0.032,0.032",IIb,33,5,,
SNF20080512-003,5/12/08,58:56.4,+36:31:20.0,,Ic,1,,,
SN2008bt,4/13/08,"10:50:16.99,10:50:16.88","-12:06:31.5,-12:06:32.0",0.01536,Ia,1,2,,
SN2008bs,4/8/08,55:18.9,+53:19:43.4,0.0244,Ib,1,1,,
SN2008dc,4/6/08,47:29.5,+09:18:25.8,"0.02,0.02",Ib/c,1,,,
SN2008bo,3/31/08,"18:19:54.41,18:19:54.34","+74:34:21.0,+74:34:20.9",0.0049,IIb,226,18,,
SNF20080324-000,3/24/08,37:43.4,+27:54:50.3,,Ib,1,,,
SNF20080324-001,3/24/08,23:02.5,+51:52:31.2,,Ic,1,,,
SN2008ay,3/5/08,55:26.4,+52:16:15.5,0.0347,IIb,1,1,,
SN2008ax,3/3/08,30:40.8,"+41:38:16.1,+41:38:14.5",0.001931,IIb,645,83,,
SN2008aq,2/27/08,"12:50:30.36,12:50:30.42","-10:52:01.3,-10:52:01.4","0.008,0.008",IIb,226,10,,
SN2008ao,2/26/08,07:46.7,+38:22:06.2,0.0149,Ic,1,2,,
SN2008an,2/24/08,38:28.2,+61:02:13.7,0.0271,Ic,13,3,,
SN2008V,2/6/08,29:31.3,-26:42:39.8,0.0137,II,1,,,
SN2008D,1/11/08,"09:09:30.625,09:09:30.65","+33:08:20.16,+33:08:20.3",0.006521,Ib,443,49,,
SN2007uy,12/31/07,"09:09:35.40,09:09:35.28","+33:07:09.9,+33:07:09.2","0.0065,0.0065",Ib Pec,428,13,,
SN2007rz,12/8/07,31:10.8,+07:37:51.5,"0.013,0.013",Ic,121,2,,
SN2007rw,11/29/07,38:03.6,-02:15:40.1,0.0086,II,1,4,,
SN2007ru,11/27/07,07:23.2,+43:35:34.1,0.0155,Ic BL,159,5,,
SN2007qx,11/5/07,"00:27:41.78,00:27:41.7816,00:27:41.7552","+01:13:59.7,+01:13:59.628,+01:13:59.232",0.080778,Ic,6,1,,
SN2007pl,11/5/07,"06:05:10.73,06:05:10.80","-49:17:59.2,-49:17:59.1,-49:17:59.06",0.0288,Ia,1,,,
SN2007tx,11/5/07,"02:28:33.31,02:28:33.313,02:28:33.314","-08:35:25.7,-08:35:25.70,-08:35:25.690",0.6764,Ic,1,1,,
SN2007qv,11/4/07,"22:35:07.92,22:35:07.91","-01:06:37.548,-01:06:37.5,-01:06:37.8","0.094444,0.1",Ic,29,,,
SN2007qw,11/4/07,"22:35:29.04,22:35:29.01","+00:28:56.201,+00:28:56.2,+00:28:55.902",0.150654,Ib,18,,,
SDSS-II SN 20874,11/4/07,20:55.7,"+00:30:29.254,+00:30:28.991",0.130635,Ib/c,16,,,
SDSS-II SN 20866,11/4/07,"00:45:48.528,00:45:48.504","-00:46:43.0068,-00:46:43.3596",0.368403,Ib/c,9,,,
SDSS-II SN 21185,11/4/07,"22:43:22.56,22:43:22.32","-00:43:02.766,-00:43:02.7372,-00:43:03.0324",0.233935,Ib/c,7,,,
SDSS-II SN 20536,11/4/07,56:33.8,"-00:23:16.332,-00:23:16.3392,-00:23:16.5876","0.686,0.531",Ib/c,1,,,
SDSS-II SN 20682,10/31/07,"00:21:26.5632,00:21:26.5608","+01:08:45.708,+01:08:45.456",,Ib/c,13,,,
SDSS-II SN 21046,10/30/07,"21:34:05.751,21:34:05.76","+01:06:44.68,+01:06:44.676,+01:06:44.784,+01:06:44.388",0.42774,Ib/c,13,,,
SN2007rb,10/26/07,27:11.6,-11:38:17.7,0.0111,Ib/c,1,,,
SDSS-II SN 19772,10/20/07,"00:50:39.904,00:50:39.936,00:50:39.912","-01:02:31.22,-01:02:30.588,-01:02:30.552,-01:02:30.948",0.175149,Ib/c,11,,,
SDSS-II SN 19525,10/20/07,"01:35:07.941,01:35:07.92,01:35:07.944","-00:11:02.53,-00:11:02.616,-00:11:02.5332,-00:11:02.3388,-00:11:02.6232",0.153494,Ib/c,8,,,
SDSS-II SN 19987,10/18/07,"01:04:10.778,01:04:10.752,01:04:10.776","-00:19:35.15,-00:19:35.472,-00:19:35.148,-00:19:35.1444,-00:19:35.4612","0.255,0.396",Ib/c,16,,,
SDSS-II SN 20301,10/13/07,"02:31:00.36,02:31:00.336","+00:21:29.725,+00:21:29.441",,Ib/c,17,,,
SDSS-II SN 19599,10/13/07,"22:59:54.136,22:59:54.24","+01:09:53.06,+01:09:53.064,+01:09:53.136,+01:09:52.812",0.507535,Ib/c,8,,,
SDSS-II SN 19065,10/12/07,"01:31:06.6,01:31:06.576","+00:29:07.1988,+00:29:07.1916,+00:29:06.846",0.154496,Ib/c,36,,,
SN2007me,10/8/07,"01:41:03.840,01:41:03.744,01:41:03.75","-00:26:53.78,-00:26:54.636,-00:26:54.4164,-00:26:54.6396,-00:26:54.5",0.2052,Ia,47,1,,
SN2007md,10/8/07,"01:21:56.85,01:21:56.9,01:21:56.856,01:21:56.832","-01:00:47.8,-01:00:48,-01:00:47.736,-01:00:48.132","0.05458,0.054626",II,34,,,
SN2007nc,10/8/07,"00:01:09.30,00:01:09.2998,00:01:09.2914","+01:04:06.5,+01:04:06.42,+01:04:06.06",0.086794,Ib,23,1,,
SDSS-II SN 19793,10/8/07,43:18.2,"+00:15:25.67,+00:15:25.693,+00:15:25.31",0.38694,Ib/c,10,,,
SN2007nm,10/8/07,"22:45:27.41,22:45:27.42",+10:39:32.7,"0.046,0.046",Ic,1,1,,
SDSS-II SN 18468,10/3/07,"01:53:18.984,01:53:18.96","+00:53:57.311,+00:53:57.239,+00:53:56.983",0.131963,Ib/c,7,,,
SN2007kj,10/2/07,01:19.6,+13:06:30.6,0.0179,Ib,182,4,,
SDSS-II SN 19045,9/30/07,26:04.3,"+00:25:09.2496,+00:25:08.9328",0.09247,Ib/c,45,,,
SDSS-II SN 19209,9/30/07,"22:57:03.197,22:57:03.12","-00:53:15.44,-00:53:15.864,-00:53:15.4428,-00:53:15.4932,-00:53:15.8568",0.128384,Ib/c,28,,,
SDSS-II SN 18884,9/30/07,"21:45:03.130,21:45:03.12","-00:56:59.68,-00:56:59.856,-00:56:59.676,-00:56:59.5176,-00:56:59.8416","0.155,0.54",Ib/c,18,,,
SN2007ke,9/24/07,54:23.9,+41:34:16.3,0.0173,Ib (Ca rich),25,2,0,
SDSS-II SN 19195,9/22/07,30:20.6,"-00:08:07.116,-00:08:07.44","0.447,0.375",Ib/c,9,,,
SN2007ju,9/14/07,"00:11:50.465,00:11:50.438,00:11:50.4624,00:11:50.4384,00:11:50.46","-00:20:21.67,-00:20:21.408,-00:20:21.138,-00:20:21.4044,-00:20:21.1",0.0636,Ia,64,1,,
SN2007ms,9/13/07,"20:32:18.34,20:32:18.24","-01:00:53.1,-01:00:53.316",0.039,Ic,44,3,,
SN2007iq,9/12/07,13:32.3,+69:43:49.2,0.0133,Ic/Ic-BL,146,2,,
SN2007jc,9/4/07,"23:23:48.62,23:23:48.72,23:23:48.48","-01:08:10.1,-01:08:10.14,-01:08:10.428",0.2516,AGN,48,1,,
SDSS-II SN 19190,9/3/07,36:59.3,"-00:05:40.5204,-00:05:40.884",,Ib/c,40,,,
SDSS-II SN 17897,9/3/07,07:09.8,"-00:12:39.1104,-00:12:39.5352",,Ib/c,17,,,
SN2007jy,9/3/07,"20:51:21.43,20:51:21.36","+00:23:57.8,+00:23:57.829,+00:23:57.505",0.1832,Ia,2,1,,
SN2007hn,8/31/07,02:46.8,-04:05:25.2,"0.03,0.03",Ib/c,90,,,
SN2007hl,8/31/07,50:07.8,-01:58:36.4,"0.06,0.06",Ib/c,1,,,
SN2007hb,8/24/07,"02:08:34.02,02:08:34.08,02:33:41.90,02:33:41.898","+29:14:14.3,+29:14:13.9,+37:40:08.2,+37:40:08.12",0.035184,Ic,68,5,,
SN2007gr,8/15/07,43:28.0,+37:20:44.7,"0.0017,0.0017",Ic,768,45,,
SN2007gx,8/9/07,18:51.5,+22:47:16.6,"0.08,0.08",Ic,1,,,
SN2007go,8/7/07,18:44.2,-23:56:47.8,0.0235,Ib,1,1,,
SN2007gl,8/3/07,"03:11:33.24,03:11:33.21","-00:44:47.0832,-00:44:46.7,-00:44:47.3712",0.028198,Ib,58,,,
SN2007gg,7/28/07,52:22.7,+16:31:40.3,"0.04,0.04",Ib/c,1,,,
SN2007fo,7/9/07,36:14.0,+02:09:30.4,"0.0093,0.0093",Ib,1,2,,
SN2007fn,7/8/07,29:28.4,+31:28:33.0,"0.017,0.017",Ib,1,1,,
SN2007fj,7/6/07,14:25.4,-28:11:53.9,"0.06,0.06",Ib/c,1,,,
SN2007ff,6/30/07,24:10.2,+09:00:40.5,"0.05,0.05",Ib/c,1,,,
SN2007eq,6/13/07,48:05.9,+28:14:20.2,"0.03,0.03",Ib/c,1,,,
SN2007cl,5/23/07,48:21.2,+54:09:05.2,0.0222,Ic,81,6,,
SN2007ea,5/17/07,53:46.3,-27:02:15.5,"0.04,0.04",Ic,1,,,
SN2007eb,5/17/07,42:49.0,+24:02:47.2,"0.04,0.04",Ib/c,1,,,
SN2007dy,5/13/07,22:03.4,+05:09:06.1,"0.04,0.04",Ib,1,,,
SN2007ce,5/4/07,10:18.0,+48:43:31.5,"0.046,0.046",Ic BL,81,11,,
SN2007bg,4/16/07,49:26.2,+51:49:21.8,"0.034,0.034",Ic BL,62,2,56,
SN2007bi,4/6/07,"13:19:20.19,13:19:20.190","+08:55:44.3,+08:55:44.33",0.1279,SLSN-I,135,4,,
SN2007br,4/4/07,15:39.9,-04:22:47.8,"0.05,0.05",Ib,1,,,
SN2007db,4/4/07,17:10.3,-06:11:48.6,"0.06,0.06",Ic,1,,,
SN2007ay,3/22/07,17:14.8,+01:12:06.9,0.015,IIb,19,1,,
SN2007aw,3/22/07,57:24.2,-19:21:23.1,0.0114,Ic,15,,,
SN2007ag,3/7/07,01:36.0,+21:36:42.0,0.0207,Ib,84,3,,
SN2007az,3/6/07,25:23.8,+69:54:29.4,0.0347,Ib,1,1,,
SN2007Y,2/15/07,02:35.9,-22:53:50.1,"0.0046,0.0046",Ib,230,14,,
SN2007J,1/15/07,18:51.7,+33:43:43.3,"0.017,0.018,0.017",Ia-02cx,23,4,,
SN2007I,1/14/07,"11:59:13.15,11:59:13.2","-01:36:18.9,-01:36:19.08",0.021638,Ic BL,183,7,,
SN2007D,1/9/07,18:38.7,+37:36:26.4,"0.023,0.023",Ic BL,82,4,,
SN2007G,1/9/07,08:09.8,+27:00:11.4,0.029,II,1,,,
SN2007C,1/7/07,"13:08:49.30,13:08:49.32","-06:47:01.0,-06:47:00.3",0.005611,Ib,433,18,,
SN2006ss,12/17/06,"14:20:27.46,14:20:27.36","+35:11:42.7,+35:11:42.72","0.012,0.012",II,1,2,,
SN2006tq,12/17/06,"02:10:00.698,02:10:00.70,02:10:00.697","-04:06:00.91,-04:06:00.9,-04:06:00.903",0.2622,Ib Pec,1,2,,
SN2006qp,11/25/06,42:30.7,+28:43:25.9,"0.012,0.012",IIb,1,1,,
SN2006qk,11/22/06,"22:25:32.39,22:25:32.4,22:25:32.38","+00:09:14.9,+00:09:15.1,+00:09:15.08,+00:09:15.098,+00:09:14.897","0.05831,0.05836",Ib,1,2,,
SN2006sg,11/14/06,"02:08:13.041,02:08:13.04","-03:46:21.93,-03:46:21.9,-03:46:21.937","0.4441,0.4451",Ia,18,1,,
SDSS-II SN 16976,11/13/06,55:10.8,"-00:24:43.128,-00:24:43.1532,-00:24:43.4412",0.0607,Ib/c,17,,,
SDSS-II SN 13979,11/13/06,25:28.0,"+01:08:31.668,+01:08:31.272",,Ib/c,1,,,
SDSS-II SN 16768,11/9/06,"21:30:48.13,21:30:48.24","+00:41:34.2,+00:41:34.19,+00:41:34.321",0.168949,Ib/c,15,,,
SDSS-II SN 15946,11/8/06,40:45.1,"+00:37:56.147,+00:37:56.179,+00:37:55.816",0.375137,Ib/c,1,,,
SN2006nx,11/1/06,"03:33:30.63,03:33:30.624","-00:40:38.2,-00:40:38.244,-00:40:38.2404,-00:40:38.6292",0.125,Ic,45,3,,
SDSS-II SN 16282,11/1/06,"00:14:49.308,00:14:49.2912","-00:46:29.3916,-00:46:29.7696",0.086602,Ib/c,4,,,
SDSS-II SN 15757,10/31/06,25:36.7,"+00:14:35.686,+00:14:35.401",0.070652,Ib/c,9,,,
SDSS-II SN 15994,10/29/06,"00:47:43.781,00:47:43.776","+00:06:01.66,+00:06:01.26,+00:06:01.656,+00:06:01.5372,+00:06:01.2744",0.152901,Ib/c,6,,,
SDSS-II SN 16452,10/29/06,30:13.7,"-00:16:53.3532,-00:16:53.7096",0.206111,Ib/c,1,,,
SN2006lv,10/28/06,32:03.3,+36:42:03.6,0.0083,Ib/c,87,7,,
SDSS-II SN 16160,10/28/06,"01:39:03.493,01:39:03.504,01:39:03.48","-00:57:08.77,-00:57:08.766,-00:57:08.8596,-00:57:09.0972",0.320367,Ib/c,11,,,
SN2006li,10/28/06,05:33.3,+33:50:01.3,0.029,Ib,1,,,
SDSS-II SN 16125,10/27/06,"00:49:29.688,00:49:29.664","+00:03:19.93,+00:03:19.8,+00:03:19.46",0.116275,Ib/c,2,,,
SN2006lc,10/21/06,"22:44:24.48,22:44:24.45","-00:09:53.5,-00:09:53.532,-00:09:53.514,-00:09:54.1404,-00:09:53.9",0.016104,Ib,159,8,,
SDSS-II SN 16169,10/21/06,"01:54:49.944,01:54:49.92","-00:02:58.56,-00:02:58.9164",0.35913,Ib/c,8,,,
SN2006ld,10/19/06,35:27.8,+02:55:50.7,0.0139,Ib,173,7,,
SDSS-II SN 15803,10/12/06,"01:13:04.996,01:13:04.992","-00:40:18.41,-00:40:18.408,-00:40:18.3612,-00:40:18.9192",0.429323,Ib/c,1,,,
SN2006lt,10/11/06,16:59.9,+30:41:57.4,"0.015,0.015",Ib,1,,,
SN2006jc,10/9/06,"09:17:20.78,09:17:20.88","+41:54:32.7,+41:54:32.76",0.005574,Ibn,694,75,,7
SN2006iv,10/5/06,"11:48:12.35,11:48:12.48","+54:59:14.6,+54:59:14.64","0.0081,0.008",IIb,1,1,,
SDSS-II SN 17107,10/4/06,06:11.1,"-01:07:08.292,-01:07:07.644",0.19423,Ib/c,1,,,
SN2006jx,10/3/06,"03:52:14.06,03:52:14.064","+00:17:31.5,+00:17:31.45,+00:17:31.448,+00:17:31.193",0.395,Ia,25,,,
SDSS-II SN 14475,9/30/06,24:31.0,"+00:12:12.28,+00:12:12.013",0.144045,Ic BL,54,,,
SN2006jo,9/30/06,"01:23:14.72,01:23:14.712,01:23:14.688","-00:19:46.7,-00:19:46.704,-00:19:47.0136",0.076921,Ib,40,1,,
SDSS-II SN 14419,9/29/06,"01:57:30.528,01:57:30.504","+01:09:50.256,+01:09:50.4,+01:09:49.968",0.134019,Ib/c,11,,,
SDSS-II SN 14661,9/27/06,05:57.5,"-00:00:26.3376,-00:00:26.5608",0.176694,Ib/c,20,,,
SDSS-II SN 14591,9/27/06,"03:20:52.272,03:20:52.248","-00:49:49.818,-00:49:49.692,-00:49:49.7964","0.417,0.356",Ib/c,3,,,
SN2006ir,9/23/06,04:35.7,+07:36:21.5,"0.02,0.02",Ic,146,1,,
SN2006ip,9/21/06,48:31.7,-02:08:57.3,"0.03,0.03",Ib/c,1,,,
SN2006gi,9/18/06,16:46.8,+73:26:26.4,"0.0094,0.0094",Ib,158,1,,
SN2006fo,9/16/06,"02:32:38.89,02:32:38.88","+00:37:03.0,+00:37:03,+00:37:03.036,+00:37:03.0288,+00:37:02.7372",0.020709,Ib,337,8,,
SDSS-II SN 14169,9/16/06,44:51.1,"+00:59:16.84,+00:59:16.793,+00:59:16.501",0.343067,Ib/c,15,,,
SDSS-II SN 13458,9/16/06,"01:05:51.198,01:05:51.192,01:05:51.168","-00:15:01.69,-00:15:01.692,-00:15:01.6776,-00:15:01.9944",0.318989,Ib/c,11,,,
SDSS-II SN 14090,9/16/06,"00:46:38.688,00:46:38.664","-00:44:03.894,-00:44:03.8436,-00:44:04.146",0.357151,Ib/c,6,,,
SDSS-II SN 13482,9/16/06,"02:51:13.008,02:51:12.96","-00:16:05.0772,-00:16:05.3544",0.317811,Ib/c,2,,,
SDSS-II SN 14177,9/15/06,30:22.1,"+00:30:59.15,+00:30:59.17,+00:30:58.892",0.293703,Ib/c,11,,,
SDSS-II SN 13777,9/15/06,"23:06:34.720,23:06:34.8","-00:41:03.43,-00:41:03.426,-00:41:03.4548,-00:41:03.5772",0.489267,Ib/c,9,,,
SDSS-II SN 13330,9/11/06,45:24.5,"-00:09:18.6732,-00:09:19.1268",,Ib/c,26,,,
SN2006ep,8/30/06,41:24.9,+25:29:46.7,0.015,Ib,220,8,,
SDSS-II SN 16114,8/28/06,58:31.7,"-00:00:16.5096,-00:00:15.7248",,Ib/c,24,,,
SDSS-II SN 13269,8/27/06,43:20.2,"-00:57:49.536,-00:57:49.6656",,Ib/c,16,,,
SN2006el,8/25/06,47:38.5,+39:52:27.6,"0.017,0.017",IIb,142,9,,
SN2006ei,8/21/06,56:37.2,+34:10:37.4,0.015,Ic,1,2,,
SN2006eg,8/20/06,32:53.6,+19:15:33.2,0.01276,Ib/Ic,7,1,,
SN2006ec,8/4/06,38:12.5,-20:46:48.6,0.026,Ib,1,1,,
SN2006ea,7/25/06,39:37.9,+11:46:16.0,0.024,Ib,1,2,,
SN2006dn,7/5/06,"22:47:37.84,22:47:37.560,22:47:37.68,22:47:37.62,22:47:37.44","+39:52:46.8,+39:52:50.16,+39:52:50.2",0.017062,Ib,71,,,
SN2006dl,6/29/06,05:16.7,+25:57:27.8,0.022,II,1,,,
SN2006dk,6/25/06,11:34.4,+57:44:26.3,"0.016,0.016",II,1,,,
SN2006dg,6/17/06,45:54.4,+12:03:59.0,0.014,Ic,1,1,,
SN2006dj,6/5/06,59:22.9,+53:44:09.8,0.018,Ib,1,,,
SN2006ck,5/20/06,"13:09:40.42,13:09:40.32","-01:02:57.2,-01:02:57.12","0.02443,0.024",Ic,69,11,,
PSN J14393321+0546366,5/20/06,39:33.2,+05:46:36.6,,Ib Pec,1,,,
SN2006cb,5/5/06,16:31.8,+39:35:15.9,0.026,Ib,18,,,
SN2006bf,3/27/06,58:50.7,+09:39:30.1,"0.024,0.024",IIb,109,1,,
SN2006ba,3/19/06,43:13.4,-09:36:53.0,"0.019,0.019",II,129,1,,
SN2006aj,2/18/06,"03:21:39.670,03:21:39.71,03:21:31.2","+16:52:02.27,+16:52:02.6,+16:54:36",0.033023,Ic BL,424,45,,
SN2006ab,2/9/06,48:53.9,+53:02:20.8,0.017,Ic,12,1,,
SN2006T,1/30/06,54:30.2,-25:42:29.3,"0.0081,0.0073",IIb,448,7,,
SN2006P,1/23/06,19:17.9,-12:06:18.3,0.015,Ic,1,1,,
SN2006G,1/13/06,24:35.8,+01:43:15.8,0.0167,II/IIb,1,,,
SN2006F,1/11/06,"02:28:11.43,02:28:11.37","+19:36:12.3,+19:36:13.5",0.013913,Ib,69,1,,
SN2005mf,12/25/05,"09:08:42.33,09:08:42.24,09:08:42.97","+44:48:51.4,+44:48:51.48,+44:48:46.0","0.02675,0.027",Ic,216,6,,
SN2005nb,12/17/05,13:37.6,+16:07:16.2,0.024,Ic BL,122,1,,
SN2005lr,12/4/05,11:39.0,-26:42:20.2,0.008572,Ic,5,2,,
SN2005kz,12/1/05,00:49.8,+50:53:01.8,0.027,Ic,56,1,0,
SN2005la,11/30/05,52:15.7,+27:31:52.5,0.01856,Ibn/IIbn,88,11,,
ESSENCEp434,11/24/05,"01:12:40.25,01:12:40.253","+00:14:56.6,+00:14:56.61,+00:14:56.591","0.3383,0.3372,0.3383",Ia,9,1,,
SN2005mn,11/23/05,"03:49:18.44,03:49:18.432,03:49:18.408","-00:41:31.5,-00:41:31.56,-00:41:31.452,-00:41:31.4196,-00:41:31.6788,-00:41:31.4",0.047368,Ib,12,,,
SDSS-II SN 12081,11/23/05,16:12.5,"+01:00:14.004,+01:00:13.608",,Ib/c,5,,,
SN2005kl,11/22/05,24:35.7,+39:23:03.5,0.003486,Ic,202,8,,
SN2005mm,11/20/05,"00:13:09.55,00:13:09.6,00:13:09.5496,00:13:09.5448,00:13:09.54","+01:08:43.9,+01:08:44,+01:08:43.872,+01:08:43.944,+01:08:43.692",0.382,Ia,6,,,
SDSS-II SN 11241,11/19/05,"01:53:14.808,01:53:14.784","-00:06:19.8612,-00:06:20.196",0.089238,Ib/c,10,,,
SDSS-II SN 11305,11/12/05,"01:58:04.656,01:58:04.632","-00:34:16.662,-00:34:16.6548,-00:34:16.9932","0.184,0.169",Ib/c,11,,,
SDSS-II SN 12035,11/12/05,41:46.6,"+01:12:58.068,+01:12:57.924",,Ib/c,9,,,
SN2005kf,11/11/05,"07:47:26.41,07:47:26.51","+26:55:32.6,+26:55:32.4",0.0151,Ic,42,6,,
SN2005ks,11/4/05,"21:37:56.56,21:37:56.64","-00:01:56.9,-00:01:57,-00:01:56.82,-00:01:56.8704,-00:01:57.162",0.098826,Ic,5,,,
SN2005kr,11/3/05,"03:08:29.67,03:08:29.664,03:08:29.64,03:08:29.66","+00:53:20.2,+00:53:20.15,+00:53:20.152,+00:53:19.856",0.1338,Ic BL,33,,,
SDSS-II SN 8196,10/30/05,12:10.3,"-00:54:41.508,-00:54:41.7816",0.080016,Ib/c,19,,,
SN2005hg,10/25/05,55:41.9,+46:47:47.4,0.021,Ib,392,21,,
SDSS-II SN 7923,10/23/05,"02:28:02.376,02:28:02.352","-01:01:35.184,-01:01:35.544",,Ib/c,17,,,
